model_id,split,target_seasons,position,sample_size,mae_points,rmse_points,spearman_points,top_n_label,top_n,top_n_hit_rate,result_source
redzone_rush,season_2025,2025,TE,107,18.864147821657653,25.36960064587526,0.7612921764815079,te_t12,12,0.4166666666666667,candidate
redzone_rush,season_2025,2025,WR,176,28.52337522060876,38.7860710009143,0.7121765593053013,wr_t36,36,0.5833333333333334,candidate
scoring_minus_td_heavy,season_2021,2021,QB,61,54.99516094443884,69.89238869575773,0.7107708986726219,qb_t12,12,0.6666666666666666,candidate
scoring_minus_td_heavy,season_2021,2021,RB,121,40.2908705351925,53.195156903008105,0.6608555160769145,rb_t24,24,0.5,candidate
scoring_minus_td_heavy,season_2021,2021,TE,97,21.071064974755668,28.45137547866353,0.7225269951940346,te_t12,12,0.5,candidate
scoring_minus_td_heavy,season_2021,2021,WR,187,32.69251921644882,43.46235787189323,0.6633697991091225,wr_t36,36,0.6111111111111112,candidate
scoring_minus_td_heavy,season_2022,2022,QB,67,48.72060697896082,63.216978383437784,0.7859922180553105,qb_t12,12,0.5833333333333334,candidate
scoring_minus_td_heavy,season_2022,2022,RB,120,42.894668873606626,56.890152772421565,0.6896310443989111,rb_t24,24,0.625,candidate
scoring_minus_td_heavy,season_2022,2022,TE,99,17.93443800414877,22.880119493635824,0.7648152799767907,te_t12,12,0.5,candidate
scoring_minus_td_heavy,season_2022,2022,WR,186,29.68728939340159,37.40490132333161,0.7386821644416183,wr_t36,36,0.6666666666666666,candidate
scoring_minus_td_heavy,season_2023,2023,QB,63,65.98457370113378,85.19473261308868,0.5691244239631337,qb_t12,12,0.5,candidate
scoring_minus_td_heavy,season_2023,2023,RB,115,43.80728004731591,58.40570160644598,0.6374137382464394,rb_t24,24,0.4583333333333333,candidate
scoring_minus_td_heavy,season_2023,2023,TE,96,18.597891662725285,23.788521344309572,0.7722810684519801,te_t12,12,0.6666666666666666,candidate
scoring_minus_td_heavy,season_2023,2023,WR,166,27.876184785556315,36.529281507038625,0.7744460469621436,wr_t36,36,0.6388888888888888,candidate
scoring_minus_td_heavy,season_2024,2024,QB,63,61.5728241030441,80.22171172552814,0.5968221966205837,qb_t12,12,0.5,candidate
scoring_minus_td_heavy,season_2024,2024,RB,108,43.6923156626287,61.54278238509939,0.740396846872897,rb_t24,24,0.625,candidate
scoring_minus_td_heavy,season_2024,2024,TE,96,20.02634908252506,27.16951710911212,0.7073627373970109,te_t12,12,0.3333333333333333,candidate
scoring_minus_td_heavy,season_2024,2024,WR,171,30.77644399655005,39.401357772155166,0.7284680038301528,wr_t36,36,0.6111111111111112,candidate
scoring_minus_td_heavy,season_2025,2025,QB,63,56.146610699424556,72.61365981780415,0.7133736559139785,qb_t12,12,0.5833333333333334,candidate
scoring_minus_td_heavy,season_2025,2025,RB,106,41.32059967264505,57.79112769019955,0.7236355850218612,rb_t24,24,0.5833333333333334,candidate
scoring_minus_td_heavy,season_2025,2025,TE,107,18.18123012712357,24.184984733880786,0.7654141983569712,te_t12,12,0.4166666666666667,candidate
scoring_minus_td_heavy,season_2025,2025,WR,176,28.35650893564756,38.49505776305699,0.7165124806355435,wr_t36,36,0.6111111111111112,candidate
snap_context,season_2021,2021,QB,61,53.89901294280618,69.23805877526448,0.7128503437334743,qb_t12,12,0.6666666666666666,candidate
snap_context,season_2021,2021,RB,121,40.37364347993793,53.3589203869401,0.6633043961292114,rb_t24,24,0.5,candidate
snap_context,season_2021,2021,TE,97,21.21242661555341,28.775873683566196,0.720358366519085,te_t12,12,0.4166666666666667,candidate
snap_context,season_2021,2021,WR,187,32.51046798401776,43.56553461916847,0.6619307501230903,wr_t36,36,0.6388888888888888,candidate
snap_context,season_2022,2022,QB,67,49.56625468592823,64.44881430879285,0.780405068498177,qb_t12,12,0.5833333333333334,candidate
snap_context,season_2022,2022,RB,120,42.95578663404165,57.18164131420033,0.688472957759383,rb_t24,24,0.625,candidate
